country,year,cic,gdp,cd,debt_gdp_2,tax_gdp,interest_rates_imf,urbanization,crime,region,development
United Kingdom,1993,16163000000,758445000000,0.02131,30.97126357,29.73452261,5.375,78.232,1.5,Europe and Central Asia,High-Income Economies
United Kingdom,1993,16163000000,758445000000,0.02131,30.97126357,22.98109177,5.375,78.232,1.5,Europe and Central Asia,High-Income Economies
United Kingdom,1994,17096000000,797088000000,0.02145,34.92713477,30.36339777,6.125,78.293,1.6,Europe and Central Asia,High-Income Economies
United Kingdom,1994,17096000000,797088000000,0.02145,34.92713477,23.79709499,6.125,78.293,1.6,Europe and Central Asia,High-Income Economies
United Kingdom,1995,18062000000,836646000000,0.02159,37.48299759,31.23626958,6.375,78.353,1.6,Europe and Central Asia,High-Income Economies
United Kingdom,1995,18062000000,836646000000,0.02159,37.48299759,23.37726925,6.375,78.353,1.6,Europe and Central Asia,High-Income Economies
United Kingdom,1996,19405000000,892900000000,0.02173,38.29096203,30.7375966,5.9375,78.413,1.4,Europe and Central Asia,High-Income Economies
United Kingdom,1996,19405000000,892900000000,0.02173,38.29096203,23.23251778,5.9375,78.413,1.4,Europe and Central Asia,High-Income Economies
United Kingdom,1997,20578000000,938855000000,0.02192,38.77063018,31.35745136,7.25,78.472,1.5,Europe and Central Asia,High-Income Economies
United Kingdom,1997,20578000000,938855000000,0.02192,38.77063018,23.7638745,7.25,78.472,1.5,Europe and Central Asia,High-Income Economies
United Kingdom,1998,22026000000,980308000000,0.02247,36.84556282,32.62454249,6.25,78.532,1.6,Europe and Central Asia,High-Income Economies
United Kingdom,1998,22026000000,980308000000,0.02247,36.84556282,25.0763187,6.25,78.532,1.6,Europe and Central Asia,High-Income Economies
United Kingdom,1999,23098000000,1021205000000,0.02262,35.68333488,33.17355477,5.5,78.591,1.6,Europe and Central Asia,High-Income Economies
United Kingdom,1999,23098000000,1021205000000,0.02262,35.68333488,25.63894185,5.5,78.591,1.6,Europe and Central Asia,High-Income Economies
United Kingdom,2000,24918000000,1080863000000,0.02305,30.3646253,33.7608004,6,78.651,1.6,Europe and Central Asia,High-Income Economies
United Kingdom,2000,24918000000,1080863000000,0.02305,30.3646253,26.22392804,6,78.651,1.6,Europe and Central Asia,High-Income Economies
United Kingdom,2001,26983000000,1120575000000,0.02408,29.34207884,33.40017402,4,78.751,1.6,Europe and Central Asia,High-Income Economies
United Kingdom,2001,26983000000,1120575000000,0.02408,29.34207884,25.79076589,4,78.751,1.6,Europe and Central Asia,High-Income Economies
United Kingdom,2002,29046000000,1172652000000,0.02477,30.59731276,32.20222197,4,79.047,1.9,Europe and Central Asia,High-Income Economies
United Kingdom,2002,29046000000,1172652000000,0.02477,30.59731276,24.94987134,4,79.047,1.9,Europe and Central Asia,High-Income Economies
United Kingdom,2003,31033000000,1242449000000,0.02498,31.40571565,32.1176161,3.75,79.339,1.6,Europe and Central Asia,High-Income Economies
United Kingdom,2003,31033000000,1242449000000,0.02498,31.40571565,24.53438799,3.75,79.339,1.6,Europe and Central Asia,High-Income Economies
United Kingdom,2004,33013000000,1304874000000,0.0253,34.38646183,32.96318265,4.75,79.629,1.6,Europe and Central Asia,High-Income Economies
United Kingdom,2004,33013000000,1304874000000,0.0253,34.38646183,25.18436932,4.75,79.629,1.6,Europe and Central Asia,High-Income Economies
United Kingdom,2005,35021000000,1379457000000,0.02539,35.68070625,33.31470281,4.5,79.915,1.4,Europe and Central Asia,High-Income Economies
United Kingdom,2005,35021000000,1379457000000,0.02539,35.68070625,25.51533642,4.5,79.915,1.4,Europe and Central Asia,High-Income Economies
United Kingdom,2006,36793000000,1455644000000,0.02528,36.22451643,33.47178294,5,80.199,1.4,Europe and Central Asia,High-Income Economies
United Kingdom,2006,36793000000,1455644000000,0.02528,36.22451643,25.70130882,5,80.199,1.4,Europe and Central Asia,High-Income Economies
United Kingdom,2007,38214000000,1530890000000,0.02496,36.74333231,33.5723664,5.5,80.479,1.4,Europe and Central Asia,High-Income Economies
United Kingdom,2007,38214000000,1530890000000,0.02496,36.74333231,25.83340794,5.5,80.479,1.4,Europe and Central Asia,High-Income Economies
United Kingdom,2008,40933000000,1564252000000,0.02617,46.87863592,33.20871573,2,80.757,1.2,Europe and Central Asia,High-Income Economies
United Kingdom,2008,40933000000,1564252000000,0.02617,46.87863592,26.42037326,2,80.757,1.2,Europe and Central Asia,High-Income Economies
United Kingdom,2009,44494000000,1519459000000,0.02928,61.79172982,32.17625484,0.5,81.031,1.1,Europe and Central Asia,High-Income Economies
United Kingdom,2009,44494000000,1519459000000,0.02928,61.79172982,24.1084352,0.5,81.031,1.1,Europe and Central Asia,High-Income Economies
United Kingdom,2010,49486000000,1572439000000,0.03147,72.30169183,33.30959102,0.5,81.302,1.2,Europe and Central Asia,High-Income Economies
United Kingdom,2010,49486000000,1572439000000,0.03147,72.30169183,25.37144103,0.5,81.302,1.2,Europe and Central Asia,High-Income Economies
United Kingdom,2011,51542000000,1628274000000,0.03165,76.19724936,34.01344,0.5,81.57,1,Europe and Central Asia,High-Income Economies
United Kingdom,2011,51542000000,1628274000000,0.03165,76.19724936,25.8601462,0.5,81.57,1,Europe and Central Asia,High-Income Economies
United Kingdom,2012,54568000000,1675044000000,0.03258,80.57698783,33.50419452,0.5,81.837,1,Europe and Central Asia,High-Income Economies
United Kingdom,2012,54568000000,1675044000000,0.03258,80.57698783,25.11866914,0.5,81.837,1,Europe and Central Asia,High-Income Economies
United Kingdom,2013,57242000000,1739563000000,0.03291,83.58421052,34.24549729,0.5,82.102,0.9,Europe and Central Asia,High-Income Economies
United Kingdom,2013,57242000000,1739563000000,0.03291,83.58421052,25.11299591,0.5,82.102,0.9,Europe and Central Asia,High-Income Economies
United Kingdom,2014,59391000000,1822480000000,0.03259,85.37816602,33.26555024,0.5,82.365,0.9,Europe and Central Asia,High-Income Economies
United Kingdom,2014,59391000000,1822480000000,0.03259,85.37816602,24.83523514,0.5,82.365,0.9,Europe and Central Asia,High-Income Economies
United Kingdom,2015,64639000000,1872714000000,0.03452,85.99818232,33.59220895,0.5,82.626,1,Europe and Central Asia,High-Income Economies
United Kingdom,2015,64639000000,1872714000000,0.03452,85.99818232,25.09121291,0.5,82.626,1,Europe and Central Asia,High-Income Economies
United Kingdom,2016,69776000000,1939637000000,0.03597,87.73806645,34.21109208,0.25,82.886,1.2,Europe and Central Asia,High-Income Economies
United Kingdom,2016,69776000000,1939637000000,0.03597,87.73806645,25.47717113,0.25,82.886,1.2,Europe and Central Asia,High-Income Economies
Swizerland,1915,409900000,4731812485,0.086626425,NA,NA,4.5,NA,NA,"NA","NA"
Swizerland,1916,430300000,5923135681,0.072647331,NA,NA,4.5,NA,NA,"NA","NA"
Swizerland,1917,535800000,7171560685,0.074711771,NA,NA,4.5,NA,NA,"NA","NA"
Swizerland,1918,733100000,8669576190,0.084560074,NA,NA,4.75,NA,NA,"NA","NA"
Swizerland,1919,905800000,8841056339,0.102453821,NA,NA,5.32,NA,NA,"NA","NA"
Swizerland,1920,933800000,10031939810,0.093082696,NA,NA,5,NA,NA,"NA","NA"
Swizerland,1921,925100000,7469795357,0.123845428,NA,NA,4.44,NA,NA,"NA","NA"
Swizerland,1922,817600000,6976190691,0.117198631,NA,NA,3.39,NA,NA,"NA","NA"
Swizerland,1923,875000000,7571536597,0.115564389,NA,NA,3.47,NA,NA,"NA","NA"
Swizerland,1924,850500000,8216593812,0.103510046,NA,NA,4,NA,NA,"NA","NA"
Swizerland,1925,797600000,8412364688,0.094812818,NA,NA,3.9,NA,NA,"NA","NA"
Swizerland,1926,769000000,8331505655,0.092300243,NA,NA,3.5,NA,NA,"NA","NA"
Swizerland,1927,798800000,8688656707,0.091935961,NA,NA,3.5,NA,NA,"NA","NA"
Swizerland,1928,818300000,9324424069,0.087758771,NA,NA,3.5,NA,NA,"NA","NA"
Swizerland,1929,855700000,9490721065,0.090161748,NA,NA,3.5,NA,NA,"NA","NA"
Swizerland,1930,894000000,9336656396,0.095751623,NA,NA,2.89,NA,NA,"NA","NA"
Swizerland,1931,1141000000,8982826203,0.127020158,NA,NA,2.03,NA,NA,"NA","NA"
Swizerland,1932,1508400000,8098261379,0.186262202,NA,NA,2,NA,NA,"NA","NA"
Swizerland,1933,1440100000,7988677447,0.180267636,NA,NA,2,NA,NA,"NA","NA"
Swizerland,1934,1349200000,7818618442,0.172562456,NA,NA,2,NA,NA,"NA","NA"
Swizerland,1935,1283000000,7412714505,0.173080995,NA,NA,2.33,NA,NA,"NA","NA"
Swizerland,1936,1293900000,7401417202,0.174817871,NA,NA,2.3,NA,NA,"NA","NA"
Swizerland,1937,1378400000,8525434651,0.161680906,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1938,1555400000,8400688538,0.18515149,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1939,1802300000,8786611696,0.205118886,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1940,2081900000,9828346756,0.211826063,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1941,2107800000,10727021755,0.196494428,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1942,2251400000,11592598350,0.194210127,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1943,2646500000,12194004252,0.217032891,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1944,3025100000,12630068401,0.239515726,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1945,3517600000,13445020460,0.26162846,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1946,3633200000,16432120606,0.221103538,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1947,3940600000,18325851524,0.215029571,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1948,4167900000,19015385851,0.219185665,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1949,4259900000,18192520176,0.234156673,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1950,4239600000,19192678876,0.22089673,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1951,4419500000,21885388962,0.20193838,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1952,4596200000,22164552111,0.20736715,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1953,4783600000,22708677224,0.210650755,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1954,4904000000,23967797619,0.204607869,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1955,5056800000,25943876838,0.194913044,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1956,5189700000,27653915980,0.187666007,NA,NA,1.5,NA,NA,"NA","NA"
Swizerland,1957,5467200000,29607771175,0.184654224,NA,NA,2.13,NA,NA,"NA","NA"
Swizerland,1958,5501200000,29489982457,0.186544702,NA,NA,2.5,NA,NA,"NA","NA"
Swizerland,1959,5705300000,31939678375,0.178627347,NA,NA,2.08,NA,NA,"NA","NA"
Swizerland,1960,6042400000,35927638057,0.1681825,NA,NA,2,NA,NA,"NA","NA"
Swizerland,1961,6672900000,46846156800,0.142442848,NA,NA,2,NA,NA,"NA","NA"
Swizerland,1962,7358900000,51950571520,0.141651955,NA,NA,2,NA,NA,"NA","NA"
Swizerland,1963,8002800000,57126662144,0.140088703,NA,NA,2,NA,NA,"NA","NA"
Swizerland,1964,8638600000,63322750976,0.136421742,NA,NA,2.25,NA,NA,"NA","NA"
Swizerland,1965,9179100000,67110535168,0.136775843,NA,NA,2.5,NA,NA,"NA","NA"
Swizerland,1966,9566500000,72066473984,0.132745498,NA,NA,2.99,NA,NA,"NA","NA"
Swizerland,1967,10013400000,77576192000,0.129078262,NA,NA,3.26,NA,NA,"NA","NA"
Swizerland,1968,10577500000,82835611648,0.127692665,NA,NA,3,NA,NA,"NA","NA"
Swizerland,1969,11259900000,89754304512,0.125452479,NA,NA,3.22,NA,NA,"NA","NA"
Swizerland,1970,11784700000,NA,NA,NA,NA,3.75,NA,NA,"NA","NA"
Swizerland,1971,12663800000,NA,NA,NA,NA,3.75,NA,NA,"NA","NA"
Swizerland,1972,14080400000,NA,NA,NA,NA,3.75,NA,NA,"NA","NA"
Swizerland,1973,15784200000,NA,NA,NA,NA,4.46,NA,NA,"NA","NA"
Swizerland,1974,17022700000,NA,NA,NA,NA,5.5,NA,NA,"NA","NA"
Swizerland,1975,17608500000,NA,NA,NA,NA,4.25,NA,NA,"NA","NA"
Swizerland,1976,17778400000,NA,NA,NA,NA,2.21,NA,NA,"NA","NA"
Swizerland,1977,18590500000,NA,NA,NA,NA,1.77,NA,NA,"NA","NA"
Swizerland,1978,19547600000,NA,NA,NA,NA,1.04,NA,NA,"NA","NA"
Swizerland,1979,21069700000,NA,NA,NA,NA,1.17,NA,NA,"NA","NA"
Swizerland,1980,21779700000,199422266300,0.109213983,NA,NA,2.92,NA,NA,"NA","NA"
Swizerland,1981,21937000000,214085978100,0.102468177,NA,NA,4.92,NA,NA,"NA","NA"
Swizerland,1982,22101900000,226807838300,0.09744769,NA,NA,5.33,NA,NA,"NA","NA"
Swizerland,1983,22796500000,233659906900,0.097562737,NA,NA,4.1,NA,NA,"NA","NA"
Swizerland,1984,23327600000,249738515700,0.093408099,NA,NA,4,NA,NA,"NA","NA"
Swizerland,1985,23676700000,264792114100,0.089416183,NA,NA,4,NA,NA,"NA","NA"
Swizerland,1986,24030200000,277898340500,0.086471189,NA,NA,4,NA,NA,"NA","NA"
Swizerland,1987,24831500000,288496654500,0.086072055,NA,NA,2.5,NA,NA,"NA","NA"
Swizerland,1988,25876500000,306265992700,0.084490282,NA,NA,3,NA,NA,"NA","NA"
Swizerland,1989,26482500000,330580551800,0.080109068,NA,NA,6,NA,NA,"NA","NA"
Swizerland,1990,25948100000,358506055400,0.072378415,NA,NA,6,NA,NA,"NA","NA"
Swizerland,1991,26533300000,374437171100,0.070861822,NA,NA,7,NA,NA,"NA","NA"
Swizerland,1992,26537700000,382225362600,0.069429459,NA,NA,6,NA,NA,"NA","NA"
Swizerland,1993,26925100000,390608004800,0.068931255,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,1994,27440600000,400252833700,0.068558165,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,1995,27633700000,405144610900,0.068207004,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,1996,28320400000,407993326800,0.06941388,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,1997,29086400000,415825221100,0.069948619,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,1998,29640800000,427756461400,0.069293635,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,1999,30905700000,435506546000,0.070964949,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2000,31643100000,459447328300,0.068872095,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2001,33168600000,470218133600,0.070538751,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2002,35231300000,469788240400,0.074994001,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2003,35765500000,475270389100,0.075252952,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2004,36292600000,490142546800,0.07404499,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2005,37106800000,508899983600,0.072915703,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2006,38174100000,540288991000,0.070654965,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2007,38989800000,576087606400,0.067680331,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2008,41405200000,600431092900,0.06895912,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2009,45362600000,589213223100,0.076988428,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2010,47135700000,608830563500,0.077420062,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2011,49335400000,621256121200,0.079412336,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2012,54831600000,626414129400,0.087532508,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2013,59735100000,638176961000,0.093602721,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2014,62697000000,649718345000,0.096498737,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2015,67411500000,654257903700,0.103035056,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2016,72255000000,660392665200,0.109412178,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2017,76507100000,668571594300,0.114433668,NA,NA,NA,NA,NA,"NA","NA"
Swizerland,2018,78997600000,689897967500,0.114506208,NA,NA,NA,NA,NA,"NA","NA"
Australia,1945,362000000,NA,NA,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Australia,1946,396735000,NA,NA,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Australia,1947,404804000,NA,NA,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Australia,1948,390906000,NA,NA,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Australia,1949,425146000,5237000000,0.081181211,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Australia,1950,462329000,7061000000,0.06547642,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Australia,1951,549565000,7486000000,0.07341237,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Australia,1952,603571000,8766000000,0.068853639,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Australia,1953,656326000,9518000000,0.068956293,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Australia,1954,686268000,9937000000,0.06906189,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Australia,1955,723968000,10879000000,0.066547293,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Australia,1956,743670000,11910000000,0.062440806,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Australia,1957,761688000,12100000000,0.062949421,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Australia,1958,773992000,12961000000,0.059716997,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Australia,1959,789208000,14163000000,0.055723222,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Australia,1960,836110000,15152000000,0.055181494,NA,NA,NA,81.529,NA,East Asia and Pacific,High-Income Economies
Australia,1961,831284000,15716000000,0.052894121,NA,NA,NA,81.941,NA,East Asia and Pacific,High-Income Economies
Australia,1962,847750000,16924000000,0.050091586,NA,NA,NA,82.228,NA,East Asia and Pacific,High-Income Economies
Australia,1963,861094000,18780000000,0.045851651,NA,NA,NA,82.511,NA,East Asia and Pacific,High-Income Economies
Australia,1964,864532000,20523000000,0.04212503,NA,NA,NA,82.792,NA,East Asia and Pacific,High-Income Economies
Australia,1965,862163000,21600000000,0.039914954,NA,NA,NA,83.068,NA,East Asia and Pacific,High-Income Economies
Australia,1966,849328000,23876000000,0.035572458,NA,NA,NA,83.34,NA,East Asia and Pacific,High-Income Economies
Australia,1967,938184000,25617000000,0.036623492,NA,NA,NA,83.507,NA,East Asia and Pacific,High-Income Economies
Australia,1968,1006000000,28817000000,0.034909949,NA,NA,NA,83.672,NA,East Asia and Pacific,High-Income Economies
Australia,1969,1107418000,31803000000,0.03482118,NA,NA,NA,83.836,NA,East Asia and Pacific,High-Income Economies
Australia,1970,1215482000,35291000000,0.034441699,NA,NA,6.04109588945205,83.999,NA,East Asia and Pacific,High-Income Economies
Australia,1971,1369000000,39332000000,0.034806265,NA,NA,5.46575342369863,84.16,NA,East Asia and Pacific,High-Income Economies
Australia,1972,1508000000,44709000000,0.033729227,NA,17.86709828,4.21917808123288,84.32,NA,East Asia and Pacific,High-Income Economies
Australia,1973,1767000000,52777000000,0.033480493,NA,17.04390126,7.95890410958904,84.478,NA,East Asia and Pacific,High-Income Economies
Australia,1974,2164000000,64117000000,0.033750799,NA,18.08468277,8.63013698630137,84.636,NA,East Asia and Pacific,High-Income Economies
Australia,1975,2545000000,77018000000,0.033044223,NA,19.90190981,8.05479452054795,84.792,NA,East Asia and Pacific,High-Income Economies
Australia,1976,2921000000,88171000000,0.033128807,NA,20.32823125,9.58904109589041,84.947,NA,East Asia and Pacific,High-Income Economies
Australia,1977,3319000000,95481000000,0.034760842,NA,20.56227491,9.20547945109589,85.1,NA,East Asia and Pacific,High-Income Economies
Australia,1978,3688000000,109569000000,0.033659155,NA,20.43271064,8.72602739630137,85.252,NA,East Asia and Pacific,High-Income Economies
Australia,1979,4113000000,124503000000,0.033035349,NA,19.79727963,9.3972602739726,85.403,NA,East Asia and Pacific,High-Income Economies
Australia,1980,4549000000,141067000000,0.032247088,NA,20.44129025,11.5068493150685,85.552,NA,East Asia and Pacific,High-Income Economies
Australia,1981,5094000000,160674000000,0.031703947,NA,21.49293757,13.2328767113699,85.7,NA,East Asia and Pacific,High-Income Economies
Australia,1982,5837000000,173585000000,0.033626177,NA,21.61603508,11.2191780812329,85.67,NA,East Asia and Pacific,High-Income Economies
Australia,1983,6414000000,195752000000,0.032765949,NA,21.74437108,9.10958904109589,85.641,NA,East Asia and Pacific,High-Income Economies
Australia,1984,8803633923,216296000000,0.040701788,NA,21.04340654,12.1780821908219,85.611,NA,East Asia and Pacific,High-Income Economies
Australia,1985,9671544064,241250000000,0.040089302,NA,22.54344116,18.2191780821918,85.582,NA,East Asia and Pacific,High-Income Economies
Australia,1986,10122680671,264811000000,0.038226058,NA,22.60972479,16.4931506849315,85.552,NA,East Asia and Pacific,High-Income Economies
Australia,1987,11489988206,298984000000,0.038430111,NA,23.26482468,11.986301369863,85.522,NA,East Asia and Pacific,High-Income Economies
Australia,1988,12962536002,334994000000,0.03869483,NA,23.17840515,14.3835616438356,85.493,NA,East Asia and Pacific,High-Income Economies
Australia,1989,13807744810,366305000000,0.037694666,NA,22.69036748,17.2602739726027,85.463,NA,East Asia and Pacific,High-Income Economies
Australia,1990,15138206351,376500000000,0.040207719,NA,22.47704605,12,85.433,2.2,East Asia and Pacific,High-Income Economies
Australia,1991,16069968788,391107000000,0.04108842,NA,22.37467821,8.5,85.403,2,East Asia and Pacific,High-Income Economies
Australia,1992,16905655303,409252000000,0.041308669,NA,20.68138616,5.75,85.285,1.7,East Asia and Pacific,High-Income Economies
Australia,1993,18193593688,430153000000,0.042295634,NA,20.01858438,4.75,85.157,1.9,East Asia and Pacific,High-Income Economies
Australia,1994,19473877996,453930000000,0.042900619,NA,20.04474475,7.5,85.028,1.8,East Asia and Pacific,High-Income Economies
Australia,1995,20382041496,486473000000,0.04189758,NA,21.21431474,7.5,84.898,2,East Asia and Pacific,High-Income Economies
Australia,1996,20844753436,527599000000,0.039508705,NA,21.92915453,6,84.767,1.9,East Asia and Pacific,High-Income Economies
Australia,1997,21911563766,555291000000,0.039459605,NA,22.43094161,5,84.636,2,East Asia and Pacific,High-Income Economies
Australia,1998,24116725861,588097000000,0.041008075,NA,22.27200615,4.75,84.503,1.8,East Asia and Pacific,High-Income Economies
Australia,1999,28118264271,620141000000,0.045341728,NA,22.47521128,5,84.37,2,East Asia and Pacific,High-Income Economies
Australia,2000,28469820601,661159000000,0.043060475,NA,23.07689981,6.25,84.235,1.9,East Asia and Pacific,High-Income Economies
Australia,2001,33710823271,705066000000,0.047812295,NA,24.82193156,4.25,84.1,1.8,East Asia and Pacific,High-Income Economies
Australia,2002,34592097056,754253000000,0.045862724,NA,23.52831212,4.75,84.222,1.9,East Asia and Pacific,High-Income Economies
Australia,2003,35789654196,800960000000,0.044683448,NA,24.32406113,5.25,84.343,1.5,East Asia and Pacific,High-Income Economies
Australia,2004,37819720225,861039000000,0.043923353,NA,24.33803811,5.25,84.463,1.3,East Asia and Pacific,High-Income Economies
Australia,2005,39677544269,922371000000,0.043016903,NA,24.84119731,5.5,84.582,1.3,East Asia and Pacific,High-Income Economies
Australia,2006,41980487325,996430000000,0.042130895,NA,24.60965647,6.25,84.7,1.4,East Asia and Pacific,High-Income Economies
Australia,2007,44938848935,1086593000000,0.041357573,NA,24.11013139,6.75,84.822,1.2,East Asia and Pacific,High-Income Economies
Australia,2008,51709456955,1177313000000,0.043921588,NA,24.26364102,4.25,84.943,1.2,East Asia and Pacific,High-Income Economies
Australia,2009,51586376991,1260145000000,0.040936858,NA,22.0609533,3.75,85.063,1.2,East Asia and Pacific,High-Income Economies
Australia,2010,53081884806,1301211000000,0.040794218,NA,20.53172007,4.75,85.182,1,East Asia and Pacific,High-Income Economies
Australia,2011,55816509502,1416622000000,0.039401131,NA,20.33471173,4.25,85.3,1.1,East Asia and Pacific,High-Income Economies
Australia,2012,58981695561,1499458000000,0.039335344,NA,21.19859309,3,85.402,1.1,East Asia and Pacific,High-Income Economies
Australia,2013,63018069692,1536307000000,0.041019191000000003,NA,22.02482967,2.5,85.502,1.1,East Asia and Pacific,High-Income Economies
Australia,2014,66854288171,1598530000000,0.041822354,NA,21.98970304,2.5,85.602,1,East Asia and Pacific,High-Income Economies
Australia,2015,71923858072,1624392000000,0.044277402,NA,22.002263,2,85.701,1,East Asia and Pacific,High-Income Economies
Australia,2016,75839550963,1662337000000,0.045622248,NA,22.25264793,1.5,85.8,0.9,East Asia and Pacific,High-Income Economies
Australia,2017,78193093908,1764512000000,0.044314289,NA,22.08996028,1.5,85.904,0.8,East Asia and Pacific,High-Income Economies
Australia,2018,81140288750,1847675000000,0.043914806,NA,NA,1.5,86.012,NA,East Asia and Pacific,High-Income Economies
Japan,1953,643300000000,NA,NA,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Japan,1954,637400000000,NA,NA,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Japan,1955,694900000000,NA,NA,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Japan,1956,812100000000,NA,NA,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Japan,1957,868800000000,NA,NA,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Japan,1958,930800000000,NA,NA,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Japan,1959,1083000000000,NA,NA,NA,NA,NA,NA,NA,East Asia and Pacific,High-Income Economies
Japan,1960,1296700000000,15950643462144,0.081294526,NA,NA,NA,63.272,NA,East Asia and Pacific,High-Income Economies
Japan,1961,1549200000000,19263102386176,0.080423183,NA,NA,NA,64.213,NA,East Asia and Pacific,High-Income Economies
Japan,1962,1821000000000,21860286726144,0.083301744,NA,NA,NA,65.144,NA,East Asia and Pacific,High-Income Economies
Japan,1963,2145600000000,25019327447040,0.085757701,NA,NA,NA,66.064,NA,East Asia and Pacific,High-Income Economies
Japan,1964,2418600000000,29429642297344,0.082182446,NA,NA,NA,66.972,NA,East Asia and Pacific,High-Income Economies
Japan,1965,2697600000000,32742100172800,0.082389339,NA,NA,NA,67.866,NA,East Asia and Pacific,High-Income Economies
Japan,1966,3065700000000,38026105323520,0.080620931,NA,NA,NA,68.704,NA,East Asia and Pacific,High-Income Economies
Japan,1967,3602200000000,44561476878336,0.080836639,NA,NA,NA,69.516,NA,East Asia and Pacific,High-Income Economies
Japan,1968,4283800000000,52776386166784,0.081168877,NA,NA,NA,70.316,NA,East Asia and Pacific,High-Income Economies
Japan,1969,5098400000000,61993511813120,0.082240864,NA,NA,NA,71.102,NA,East Asia and Pacific,High-Income Economies
Japan,1970,5897400000000,76539307651500,0.077050606,NA,NA,NA,71.877,NA,East Asia and Pacific,High-Income Economies
Japan,1971,6803900000000,84215883490900,0.080791173,NA,NA,NA,72.666,NA,East Asia and Pacific,High-Income Economies
Japan,1972,8785300000000,96418343539100,0.091116479,NA,10.49696523,NA,73.452,NA,East Asia and Pacific,High-Income Economies
Japan,1973,10658800000000,117397596102100,0.090792319,NA,11.69104007,NA,74.22,NA,East Asia and Pacific,High-Income Economies
Japan,1974,12293100000000,140090360740400,0.08775122,NA,11.28771453,NA,74.975,NA,East Asia and Pacific,High-Income Economies
Japan,1975,13311900000000,154787118329600,0.086001343,NA,9.353491528,NA,75.716,NA,East Asia and Pacific,High-Income Economies
